PaperID,DOI,Year,url,Title
1483,10.1115/DETC2002/DAC-34033,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579776,"An Approach for Generating Variational Geometry of a Pattern of Holes With Composite Positional Tolerances"
1484,10.1115/DETC2002/DAC-34034,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579779,"Design Decision-Making in the Early Stages of Collaborative Engineering"
1486,10.1115/DETC2002/DAC-34035,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579782,"Identifying Variable Effects on the Dimensional Quality of Compliant Assembly, Using Computer Experiments"
1488,10.1115/DETC2002/DAC-34036,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579784,"Reconstructing Freeform Surface With Parameterized Features"
1489,10.1115/DETC2002/DAC-34037,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579787,"Analysis and Design of a Four-Bar Linkage Type of Vibratory Parts Feeder Driven by Piezoelectric Actuator"
1490,10.1115/DETC2002/DAC-34038,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579790,"Autogenetic Design Theory: An Approach to Optimise Both the Design Process and the Product"
1491,10.1115/DETC2002/DAC-34039,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579794,"Human Head Aesthetic Design Using Hybrid Genetic Algorithm"
1492,10.1115/DETC2002/DAC-34040,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579797,"Applying Universal Linking of Engineering Objects in the Automotive Industry: Practical Aspects, Benefits, and Prototypes"
1493,10.1115/DETC2002/DAC-34041,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579801,"Mini-Max Type Formulation of Strict Robust Design Optimization Under Correlative Variation"
1494,10.1115/DETC2002/DAC-34042,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579804,"Optimization of Machine System Designs Using Hierarchical Decomposition Based on Criteria Influence"
1495,10.1115/DETC2002/DAC-34043,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579807,"Lifecycle-Based Product Design Using Global Optimization Methods Based on Hierarchical Genotype Representation of Alternatives and Constraints"
1496,10.1115/DETC2002/DAC-34044,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579809,"Conceptual Design of Tool Storage Based on the Divergent Tree Method"
1497,10.1115/DETC2002/DAC-34045,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579812,"Comparison of Gradient and Non Gradient Based Methods for Crash Optimisation"
1498,10.1115/DETC2002/DAC-34046,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579814,"Computational Geometric Modeling and Unfolding of 3-D Folded Structures"
1499,10.1115/DETC2002/DAC-34047,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579817,"Performance Optimization of Extrusion Blow Molded Parts Using Fuzzy Neural-Taguchi Method and Genetic Algorithm"
1500,10.1115/DETC2002/DAC-34048,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579821,"An Evolutionary Clustering Approach to Pareto Solutions in Multiobjective Optimization"
1501,10.1115/DETC2002/DAC-34050,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579823,"Automatic Conceptual Design of Mechanical Devices Based on Reasoning the Design Rules"
1502,10.1115/DETC2002/DAC-34051,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579826,"A Study on Collaborative Design Considering Features of Design"
1503,10.1115/DETC2002/DAC-34052,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579829,"Reconfiguration of Kinematic Structure for Changing Motion Requirement Based on Reusability Evaluation in Lie Algebra"
1504,10.1115/DETC2002/DAC-34053,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579832,"A Study on Optimum Topology of Plate Structure Using Coordinate Transformation by Conformal Mapping"
1505,10.1115/DETC2002/DAC-34054,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579835,"Computer-Aided Analysis of Free Transverse-Vibration of Stepped Beams"
1506,10.1115/DETC2002/DAC-34055,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579838,"Thermal Robustness and Mass Optimization of Heat Pipe Shape for Spacecraft Panel Using a Combination of Response Surface Methodology and Monte Carlo Simulation"
1507,10.1115/DETC2002/DAC-34057,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579840,"Dual Stage Input Coupled Split Power Transmission Efficiency Optimization"
1508,10.1115/DETC2002/DAC-34058,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579844,"Informing Design Using Data Mining Methods"
1509,10.1115/DETC2002/DAC-34059,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579847,"Development of Multi-Stage and Hybrid Real-Coded Genetic Algorithms With Active Constraints"
1510,10.1115/DETC2002/DAC-34060,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579851,"Computational Recognition of Functional Parameters of Surfaces for the Kinematic Design of Window Regulator Systems"
1511,10.1115/DETC2002/DAC-34061,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579854,"Human Modelling: A Constraint-Based Feature Modelling Approach"
1512,10.1115/DETC2002/DAC-34062,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579856,"Analysis of Loads and Stresses for a Sewing Needle"
1513,10.1115/DETC2002/DAC-34063,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579860,"Artificial Immune System Based Isomorphism Identification Method for Mechanism Kinematics Chains"
1515,10.1115/DETC2002/DAC-34064,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579862,"Cross Model Shape Reuse: Copying and Pasting of Freeform Features"
1516,10.1115/DETC2002/DAC-34065,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579865,"Automated Design Synthesis for Micro-Electro-Mechanical Systems (MEMS)"
1517,10.1115/DETC2002/DAC-34066,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579868,"Use of Constrained Viscoelastic Layers in the Design of Satellite Panels to Predict the Amplification Factor"
1518,10.1115/DETC2002/DAC-34067,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579870,"Stiffness Testing of Hydraulic Hoses"
1519,10.1115/DETC2002/DAC-34068,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579874,"Finite Element Analysis in 3D Using the Penalty Boundary Method"
1520,10.1115/DETC2002/DAC-34069,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579877,"Integration of Commercial CAD/CAM System With Custom CAPP Using Orbix Middleware and CORBA Standard"
1521,10.1115/DETC2002/DAC-34070,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579880,"Counting Degrees of Freedom for Developable Bézier Surface Design"
1522,10.1115/DETC2002/DAC-34071,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579884,"Determination of Geometric Distortions in Automotive Lamps Using Non-Linear Parametric Estimations"
1523,10.1115/DETC2002/DAC-34072,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579888,"Macroscopic Shape-Information as a Curve Design-Guideline"
1524,10.1115/DETC2002/DAC-34073,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579891,"Collaborative Decision Making Across Digital Interfaces"
1525,10.1115/DETC2002/DAC-34074,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579894,"Local Least Squares Fitting for Surface Mesh Fairing in Automobile Panel Design"
1526,10.1115/DETC2002/DAC-34075,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579898,"A Stochastic Optimization Application for Vehicle Structures"
1527,10.1115/DETC2002/DAC-34076,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579901,"Math-Based Performance Evaluation of an Experimental Car: Side Impact Protection"
1528,10.1115/DETC2002/DAC-34077,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579904,"Model Reduction in Structural Analysis Using a Multiresolution Analysis"
1529,10.1115/DETC2002/DAC-34078,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579908,"A Web Enabled Process for Accessing Customized Parametric Designs"
1530,10.1115/DETC2002/DAC-34079,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579909,"Multiattribute Decision Making Using Hypothetical Equivalents"
1531,10.1115/DETC2002/DAC-34080,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579913,"Interactive Product Design Selection With an Implicit Value Function"
1532,10.1115/DETC2002/DAC-34081,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579916,"A Customer-Based Expected Utility Metric for Product Design Selection"
1533,10.1115/DETC2002/DAC-34082,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579918,"Empirical Analysis Using Advanced Similarity Methods"
1534,10.1115/DETC2002/DAC-34083,2002,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1579921,"Decomposition-Based Assembly Synthesis Based on Structural Stiffness Considerations"
