PaperID,DOI,Year,url,Title
841,10.1115/DETC2007-35012,2007,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1604630,"Overlapped Grouping Genetic Algorithm for Optimization of Reels Cutting Planning Problems"
842,10.1115/DETC2007-35189,2007,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1604632,"A Perspective of Hierarchical Layout Design Optimization for Highly Packaged Equipments"
843,10.1115/DETC2007-35497,2007,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1604636,"A Genetic Algorithm Based Procedure for Extracting Optimal Solutions From a Morphological Chart"
845,10.1115/DETC2007-35913,2007,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1604637,"A Variable Fidelity Model Management Framework for Multiscale Computational Design of Continuous Fiber SiC-Si3N4 Ceramic Composites"
846,10.1115/DETC2007-35914,2007,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1604639,"Topology Optimization for Synthesizing Extrusion Based Nonlinear Transient Designs"
847,10.1115/DETC2007-34587,2007,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1604641,"An Intelligent and Efficient Tree Search Algorithm for Computer-Aided Component Selection"
848,10.1115/DETC2007-34588,2007,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1604643,"A Graph Grammar Approach to Generate Neural Network Topologies"
849,10.1115/DETC2007-34718,2007,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1604646,"A Learning Algorithm for Optimal Internal Combustion Engine Calibration in Real Time"
850,10.1115/DETC2007-34769,2007,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1604648,"A Simplified Systematic Method of Acquiring Design Specifications From Customer Requirements"
851,10.1115/DETC2007-35373,2007,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1604650,"Towards a Reference Ontology for Functional Knowledge Interoperability"
852,10.1115/DETC2007-34631,2007,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1604651,"Fuzzy Analytical Hierarchy Process-Based Assembly Unit Partition for Complex Products"
853,10.1115/DETC2007-34723,2007,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1604653,"PDM Implementation in Indian Industries: An Impact Study on Technology Adoption"
854,10.1115/DETC2007-34727,2007,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1604655,"A Framework for Collaborative Top-Down Assembly Design"
855,10.1115/DETC2007-34842,2007,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1604658,"A Design Strategy for Collaborative Decision Making in a Distributed Environment"
856,10.1115/DETC2007-35534,2007,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1604659,"An Approach to Improved Decentralized Design: The Modified Approximation-Based Decentralized Design (MADD) Framework"
857,10.1115/DETC2007-34883,2007,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1604661,"Design Optimization of a Laptop Computer Using Aggregate and Mixed Logit Demand Models With Consumer Survey Data"
858,10.1115/DETC2007-34884,2007,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1604663,"A Game-Theoretic Approach to Finding Market Equilibria for Automotive Design Under Environmental Regulation"
859,10.1115/DETC2007-35409,2007,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1604664,"Measurement of Headlight Form Preference Using a Choice Based Conjoint Analysis"
860,10.1115/DETC2007-35568,2007,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1604667,"Conjoint-HoQ: A Quantitative Methodology for Consumer-Driven Design"
861,10.1115/DETC2007-35580,2007,http://proceedings.asmedigitalcollection.asme.org//proceeding.aspx?articleID=1604669,"Preference Inconsistency in Multidisciplinary Design Decision Making"
