title,Abstract,year
"Continuous Preference Trend Mining for Optimal Product Design With Multiple Profit Cycles","Product and design analytics is emerging as a promising area for the analysis of large-scale data and reflection of the extracted knowledge for the design of optimal system. The Continuous Preference Trend Mining (CPTM) algorithm and a framework that are proposed in this study address some fundamental challenges in the context of product and design analytics. The first contribution is the development of a new predictive trend mining technique that captures a hidden trend of customer purchase patterns from large accumulated transactional data. Different from traditional, static data mining algorithms, the CPTM does not assume the stationarity, and dynamically extract valuable knowledge of customers over time. By generating trend embedded future data, the CPTM algorithm not only shows higher prediction accuracy in comparison with static models, but also provide essential properties that could not be achieved with a previous proposed model: avoiding an over-fitting problem, identifying performance information of constructed model, and allowing a numeric prediction. The second contribution is a predictive design methodology in the early design stage. The framework enables engineering designers to optimize product design over multiple life cycles while reflecting customer preferences and technological obsolescence using the CPTM algorithm. For illustration, the developed framework is applied to an example of tablet PC design in leasing market and the result shows that the selection of optimal design is achieved over multiple life cycles.",2010
"Visual HDMR Model Refinement Through Iterative Interaction","In engineering design, time-consuming simulations may be needed to find the input-output relationship of a system. High Dimensional Model Representation (HDMR) alleviates the need for intensive simulation by approximating the system’s design space with a surrogate model. Although HDMR can provide an overview, specific regions of interest to the designer may require higher accuracy. This paper presents a tool to visualize and interactively improve HDMR accuracy in specified regions of the design space. Regions of the HDMR are selected by iterative brushing in two-dimensional scatterplot planes. Once a region is chosen, designers may concentrate sampling within its bounds to improve the model locally. Regions can be also improved by modeling the error with a localized radial basis function (RBF) metamodel. The effect of local refinement was further evaluated with localized performance metrics. Testing of the tool shows that it can effectively display and improve HDMR models in regions of interest, if there are variables which have a dominating influence on the output.",2010
"Design Analytics in Consumer Product Design: A Simulated Study","A growing area of research in the engineering community is the use of data and analytics for transforming information into knowledge to design better systems, products, and processes. Data-driven decisions can be made in the early, middle, and late stages in a design process where customer needs are identified and understood, a final concept for a design is chosen, and usage data from the deployed product is captured, respectively. Design Analytics (DA) is a paradigm for improving the core information-to-knowledge transformations in these stages of a design process resulting in better performing and functioning products that reflect both explicit and implicit customer needs. In this paper, a simulator is used to model usage of a hypothetical refrigerator and generate artificial data driven by four different customer behavior profiles with variation. The population of customers is randomly divided among the four behavior profiles so that the underlying customer preferences are unknown to the experimenter prior to data analysis. The purpose of the simulation is to illustrate the use of DA in the late stage of a design process to improve the transition from an existing product to the next generation product. Metrics are developed to analyze the product usage data, and both prevailing and subtle usage trends are identified. After conclusions are made, the study proceeds to the early and middle stages of a subsequent design process where a hypothetical next-generation refrigerator is conceptualized.",2010
"A Simulation Based Estimation of Crowd Ability and its Influence on Crowdsourced Evaluation of Design Concepts","Crowdsourced evaluation is a promising method for evaluating attributes of design concepts that require human input. One factor in obtaining good evaluations is the ratio of high-ability to low-ability participants within the crowd. In this paper we introduce a Bayesian network model capable of finding participants with high design evaluation ability, so that their evaluations may be weighted more than those of the rest of the crowd. The Bayesian network model also estimates a score of how well each design concept performs with respect to a design attribute without knowledge of the true scores. Monte Carlo simulation studies tested the quality of the estimations on a variety of crowds consisting of participants with different evaluation ability. Results suggest that the Bayesian network model estimates design attribute performance scores much closer to their true values than simply weighting the evaluations from all participants in the crowd equally. This finding holds true even when the group of high ability participants is a small percentage of the entire crowd.",2010
"A Scalable Preference Elicitation Algorithm Using Group Generalized Binary Search","We examine the problem of eliciting the most preferred designs of a user from a finite set of designs through iterative pairwise comparisons presented to the user. The key challenge is to select proper queries (i.e., presentations of design pairs to the user) in order to minimize the number of queries. Previous work formulated elicitation as a blackbox optimization problem with comparison (binary) outputs, and a heuristic search algorithm similar to Efficient Global Optimization (EGO) was used to solve it. In this paper, we propose a query algorithm that minimizes the expected number of queries directly, assuming that designs are embedded in a known space and user preference is a linear function of design variables. Besides its theoretical foundation, the proposed algorithm shows empirical performance better than the EGO search algorithm in both simulated and real-user experiments. A novel approximation scheme is also introduced to alleviate the scalability issue of the proposed algorithm, making it tractable for a large number of design variables or of candidate designs.",2010
"Selection of Precision Machining Cutting Parameters via a Modified Efficient Global Optimization Approach","The primary objective in precision machining is usually to attain excellent dimensional accuracy and surface finish. In addition, complimentary objectives such as cost and production rate are also important. Proper selection of cutting parameters can profoundly affect both primary and secondary machining performance objectives. While simplified and/or empirical models exist for machining processes, none of those models provides accurate prediction of the dynamic cutting forces, which in turn govern the obtainable quality of the machined surfaces. Finite element analysis (FEA) via ABAQUS/Explicit is adopted in this paper for predicting the machining dynamic cutting forces. Rake and clearance angles, as well as cutting speed are set as the design variables for optimization. Since the machining model requires significant computational resources, economizing the number of FEA runs is desirable. The optimization approach adopted is based off Efficient Global Optimization (EGO), where Kriging models are trained to predict the underlying behavior of the machining process via a finite set of sample points. New sample points are then generated via a multi-objective genetic algorithm that seeks locations of optima and/or high uncertainty in the Kriging models. Machining performance of the new samples is then evaluated via FEA, the Kriging models are re-trained and the process is repeated until one of termination criteria is met. The application study presented is an orthogonal cutting test for ultra-precision micro-cutting using diamond tools.",2010
"Automatic Reasoning for Defining Lathe Operations for Mill-Turn Parts","With the increase in computer-controlled hybrid machining (e.g. mill-turn machines), one needs to discern what features of a part are created during turning (i.e. with a lathe cutter) versus those created by milling. Given a generic part shape, it is desirable to extract the turnable and non-turnable features in order to obtain feasible machining plans. A novel approach for automating this division and for defining the resulting turning operations in a hybrid process is proposed in this paper. The algorithm is based on identifying the dominant rotational-axis and performing several non-uniform lateral cross-sections to quickly generate the “as lathed” model. The part is then subtracted from the original model to isolate the non-turnable features. Next, resulting model and features are translated to a label rich graph and fed into a grammar reasoning tool to produce feasible manufacturing plans. The setup design is also studied against the tolerances specified by the designer. Performance of the algorithm has been tested on several examples ranging from simple to complex parts.",2010
"Tolerance Analysis of Parallel Assemblies Using Tolerance-Maps® and a Functional Map Derived From Induced Deformations","This paper concerns about modeling tolerance accumulation in parallel assemblies using a spatial math model, the T-Map. In this paper, a specific case in 3D is discussed where an Accumulation Tolerance-Map is modeled when two parts arranged in parallel support a target part between the datum and the functional target feature. By understanding how much of variation from the supporting parts contribute to variations of the target feature, a designer can better utilize the tolerance budget when assigning values to individual tolerances.",2010
"Tolerance Plugin Module in Integrated Design","Increased use of recycled material in high-end structural components based on wrought alloys is the goal of the EC project Suplight. The project proposes a framework for multi objective optimization. In this paper, a tolerance plugin module used in this project is described. The tolerance plugin module aims at controlling if the geometrical variation requirements on part level are fulfilled. The variation in the part stems from variation in material and process parameters and the relationship between variation in process and material parameters is estimated using designed computer experiments. Moreover, the tolerance plugin module offers an automatically generated meta-model, based on principal component analysis, for handling part variation that allows for faster Monte Carlo simulations and a format that can be used in variation simulations in succeeding assembly steps. The functionality is illustrated using two cases studies; one for investigation of geometrical part variation due to a stamping process and one for investigation of geometrical part variation due to a sheet metal forming process.",2010
"Machining Feature Modeling and Process Intermediate Model Generation in Process Planning","In process planning of machined part, machining feature recognition and representation, feature-based generative process planning, and the process intermediate model generation are the key issues. While many research results have been achieved in recent years, the complete modeling of machining features, process operations, and the 3D models in process planning are still need further research to make the techniques to be applied in practical CAPP systems. In this paper, a machining feature definition and classification method is proposed for the purpose of process planning based on 3D model. Machining features are defined as the surfaces formed by a serious of machining operation. The classification scheme of machining features is proposed for the purpose of feature recognition, feature-based machining operations reasoning, and knowledge representation. Recognized from B-Rep representation of design model, machining features are represented by adjacent graph and organized by feature relations. The machining process plan is modeled as operations and steps, which is the combination and sequencing of machining feature’s process steps. The process intermediate models (PIM) are important for process documentation, analysis and NC programming. An automatic PIM generation approach is proposed using local operations directly on B-Rep model. The proposed data structure and algorithm is adopted in the development of CAPP tool on solid modeler ACIS/HOOPS.",2010
"Design of Nonlinear Dynamic Systems Using Surrogate Models of Derivative Functions","Optimization of nonlinear (or linear state-dependent) dynamic systems often requires system simulation. In many cases the associated state derivative evaluations are computationally expensive, resulting in simulations that are significantly slower than real-time. This makes the use of optimization techniques in the design of such systems impractical. Optimization of these systems is particularly challenging in cases where control and physical systems are designed simultaneously. In this article, an efficient two-loop method, based on surrogate modeling, is proposed for solving dynamic system design problems with computationally expensive derivative functions. A surrogate model is constructed for only the derivative function instead of the complete system analysis, as is the case in previous studies. This approach addresses the most expensive element of system analysis (i.e., the derivative function), while limiting surrogate model complexity. Simulation is performed based on the surrogate derivative functions, preserving the nature of the dynamic system, and improving estimation accuracy. The inner loop solves the system optimization problem for a given derivative function surrogate model, and the outer loop updates the surrogate model based on optimization results. This solution approach presents unique challenges. For example, the surrogate model approximates derivative functions that depend on both design and state variables. As a result, the method must not only ensure accuracy of the surrogate model near the optimal design point in the design space, but also the accuracy of the model in the state space near the state trajectory that corresponds to the optimal design. This method is demonstrated using two simple design examples, followed by a wind turbine design problem. In the last example, system dynamics are modeled using a linear state-dependent model where updating the system matrix based on state and design variable changes is computationally expensive.",2010
"Development of a Common Platform for Testing Metamodel Based Design Optimization Methods","Metamodel based design optimization (MBDO) algorithms have attracted considerable interests in recent years due to their special capability in dealing with complex optimization problems with computationally expensive objective and constraint functions and local optima. Conventional unimodal-based optimization algorithms and stochastic global optimization algorithms either miss the global optimum frequently or require unacceptable computation time. In this work, a generic testbed/platform for evaluating various MBDO algorithms has been introduced. The purpose of the platform is to facilitate quantitative comparison of different MBDO algorithms using standard test problems, test procedures, and test outputs, as well as to improve the efficiency of new algorithm testing and improvement. The platform consists of a comprehensive test function database that contains about 100 benchmark functions and engineering problems. The testbed accepts any optimization algorithm to be tested, and only requires minor modifications to meet the test-bed requirements.",2010
"Improved Trust Region Based MPS Method for High-Dimensional Expensive Black-Box Problems","Mode Pursuing Sampling (MPS) was developed as a global optimization algorithm for optimization problems involving expensive black box functions. MPS has been found to be effective and efficient for problems of low dimensionality, i.e., the number of design variables is less than ten. A previous conference publication integrated the concept of trust regions into the MPS framework to create a new algorithm, TRMPS, which dramatically improved performance and efficiency for high dimensional problems. However, although TRMPS performed better than MPS, it was unproven against other established algorithms such as GA. This paper introduces an improved algorithm, TRMPS2, which incorporates guided sampling and low function value criterion to further improve algorithm performance for high dimensional problems. TRMPS2 is benchmarked against MPS and GA using a suite of test problems. The results show that TRMPS2 performs better than MPS and GA on average for high dimensional, expensive, and black box (HEB) problems.",2010
"Indexing Methods for Discrete Mode Pursuing Sampling","Discrete Mode Pursuing Sampling (D-MPS) is a method used for optimization of expensive black-box functions with discrete variables. The type of discrete space where all possible combinations of discrete values of all variables are valid design points is called a full grid of points or a “regular grid” in this paper. A regular structure for sampling data is a requirement when D-MPS is applied. This paper presents two new indexing methods, i.e. “",2010
"Diagnostic Analysis of Metamodels’ Multivariate Dependencies and Their Impacts in Many-Objective Design Optimization","While computers are continually getting faster, physical models of complex systems grow more sophisticated and keep pace. Using metamodels can dramatically reduce the time it takes to evaluate a solution for a complex system; however, while the chief virtue of metamodels is that they approximate more computationally expensive models, this is also their main drawback. Metamodels are approximations, and as such they behave differently than the more sophisticated models they approximate. While the metamodels may be accurate approximations, they may also introduce new interdependencies in the response outputs that may hinder search algorithms during optimization. Understanding the impact of the approximation on the subsequent search thus becomes an important part of the problem as models that were computationally expensive ten to fifteen years ago may now run fast enough for use in optimization. In this paper, we use Sobol′ global sensitivity analysis to compare the search performance of a new auto-adaptive many objective evolutionary algorithm solving a challenging product family design problem with both the original analysis and a second-order response surface approximation of the original analysis. Interdependencies in the response outputs are found to result from the problem formulation used rather than the underlying model in this case. Search operator selection by the auto-adaptive evolutionary algorithm is shown to be consistent with the model sensitivities found by global sensitivity analysis.",2010
"Classifier-Guided Sampling for Discrete Variable, Discontinuous Design Space Exploration","Estimation of density algorithms (EDAs) have been developed for optimization of discrete, continuous, or mixed discrete and continuous simulation-based design problems. EDAs construct a probability distribution on the set of highest performing designs and sample the distribution for the next generation of solutions. In previous work, the authors have demonstrated how classifier-guided sampling can also be used for discrete variable, discontinuous design space exploration. In this paper we develop the rationale for using classifier-guided sampling as a simple step beyond EDAs that not only improves the characterization of the highest performing designs but also identifies the poorly performing designs and exploits that information for faster convergence to optimal solutions. The resulting method is novel in its use of Bayesian priors to model the inherent uncertainty in a probability distribution that is based on a limited number of samples from the design space. The new classifier-guided method is applied to several example problems and convergence rates are presented that compare favorably to random search and a basic EDA implementation.",2010
"A Data Mining Trajectory Clustering Methodology for Modeling Indoor Design Space Utilization","Traditionally, understanding indoor space utilization in a typical design setting has been based on observation methodologies, where researchers document team interactions, space utilization and design activities using qualitative observation techniques. The authors of this paper propose a data mining driven methodology aimed at modeling the utilization of indoor design spaces using trajectory pattern data. Using indoor Radio-frequency identification (RFID) technology, researchers are able to collect trajectory data which can then be used to quantify the distribution of space usage patterns over time and predict future regions of interest. The proposed methodology consists of two phases: i) trajectory partitioning and ii) line segment clustering. For the first phase, trajectories are partitioned into line segments, based on unique user characteristics. In the second phase, a data mining clustering algorithm is employed to group line segments into different clusters based on a distance function. Since individual trajectories may exhibit similar movement patterns, the proposed methodology can help designers better understand how design spaces are utilized and how team dynamics evolve over time, depending on the specific design task being executed. A 3,500 square foot design space was used for the semester long study that included design teams supervised by teaching assistants. The results provide insight into the underutilization of certain regions of the design space and proposes directions towards an optimal design space methodology.",2010
