title,Abstract,year
"Integrated Multiscale Robust Design Considering Microstructure Evolution and Material Properties in the Hot Rolling Process","A transmission gear is generally produced by a sequence of several processes from steelmaking to final machining and surface treatment. The intermediate processes such as hot rolling induce microstructure evolution and phase transformation which play a significant role in determining the mechanical properties and fatigue strength of gears. Therefore, these intermediate processes should be carefully considered in determining the performance and properties of the end product.",2013
"Evolution of Meso-Structures for Non-Pneumatic Tire Development: A Case Study","The evolution of meso-structures in the development of the shear band of Michelin’s non-pneumatic tire, the Tweel, is presented in this paper. Designers and researchers at Clemson University worked on a research projects with Michelin to support NIST efforts in fuel efficiency improvement and NASA efforts in manned exploration systems. The goal of each was to replace the elastomeric material of shear band with materials which can tolerate harsh temperatures and shear loads or to replace the materials with linear elastic low-hysteretic loss materials. The concepts initially proposed by ideation method were prototyped for physical testing. A case study examining the documentation reports for each project is conducted to provide a reflective understanding of how the evolution in the projects occurred. The goal of developing this retrospective is to try to identify guidelines and approaches that could be integrated into a designer driven systematic approach for custom design of meso-structures.",2013
"Hot Forging of Automobile Steel Gear Blanks: An Exploration of the Solution Space","In this paper, we explore the design space associated with the realization of automobile steel gear blanks manufactured using hot forging. ABAQUS, a commercially available software package, is used to simulate the hot forging process. Surrogate models are developed and used to model the solution space. Then the compromise Decision Support Problem (cDSP) is used to explore the feasible space. Results are presented as ternary plots that allow a designer to visualize the trade-offs between competing goals such as reducing the size of the underfill, reducing the flash (excess material), waste of forged materials, energy required for deformation and crack susceptibility, on various possible solutions. The efficacy of the exploration of the design space and trade-offs between competing solutions is illustrated.",2013
"Inverse Design of Manufacturing Process Chains","Finding the input specifications to obtain the specified performance of a component being designed is an essential activity of a designer. However, obtaining solutions for this inverse problem is a complex task; especially when there are multiple steps with many-to-one mappings at each step in the forward problem. This complexity is further augmented in the presence of uncertainty of the parameters and models used.",2013
"An Approach to Robust Process Design for Continuous Casting of Slab","Continuous casting is a crucial step in the production of a variety of steel products. Its performance is measured in terms of conflicting objectives including productivity, yield, quality and production costs. These are conflicting in the sense that, if the productivity is increased, there is a reduction in other performance parameters. These performance parameters are greatly influenced by operating conditions such as casting speed, superheat, mold oscillation frequency, and secondary cooling conditions. An optimized solution for continuous casting process can be obtained. However uncertainty in operating parameters which affects the performance of caster is rarely considered. Moreover, the solution obtained is optimal with respect to a particular performance measure and does not provide a balance between all. In this paper an integrated design framework has been developed based on metamodels and the compromise Decision Support Problem (cDSP). The framework developed deals with uncertainty and yields robust solutions for performance measures. Further, the design space for continuous casting has been explored for different scenarios to determine satisficing solutions. The utility of the framework has been illustrated for providing decision support when an existing configuration for continuous casting is unable to meet the requirements. This approach can be instantiated for other unit operations involved in steel manufacturing and then may be integrated to simulate the entire production cycle of steel manufacturing. This in turn will enable development of materials with specific properties and reduce the time and cost incurred in the development of new materials and their manufacturing.",2013
"Exploration of the Design Space in Continuous Casting Tundish","Due to the stringent requirements of industry, it has become extremely important to have a careful control over the required performance and properties of steels. Performance and properties of advanced high strength steel depend significantly on its cleanliness. Cleanliness is achieved by restricting the inclusion count to a permissible limit. Over the past few years, there has been increased use of tundish, a device that acts as a buffer between ladle and mold, for controlling inclusions. Apart from facilitating inclusion removal, tundish also maintains low dead volume and thermal and chemical homogeneity, which is required for smooth casting operation. Thus, performance of the tundish operation greatly influences the properties and quality of the cast slab. Tundish performance is generally assessed using parameters such as inclusion removal efficiency, dead volume within tundish and effectiveness in maintaining the desired amount of superheat. But, the aforesaid parameters are conflicting in nature. Managing the conflict and providing a satisficing solution based on the customer requirements become essential.",2013
"A Multi-Scale Materials Modeling Method With Seamless Zooming Capability Based on Surfacelets","In multi-scale materials modeling, it is desirable that different levels of details can be specified in different regions of interest without the separation of scales so that the geometric and physical properties of materials can be designed and characterized. Existing materials modeling approaches focus on the representation of the distributions of material compositions captured from images. In this paper, a multi-scale materials modeling method is proposed to support interactive specification and visualization of material microstructures at multiple levels of details, where designer’s intent at multiple scales is captured. This method provides a feature-based modeling approach based on a recently developed surfacelet basis. It has the capability to support seamless zoom-in and zoom-out. The modeling, operation, and elucidation of materials are realized in both the surfacelet space and the image space.",2013
"Bayesian Network Classifiers and Design Flexibility Metrics for Set-Based, Multiscale Design With Materials Design Applications","A set-based approach is presented for solving multi-scale or multi-level design problems. The approach incorporates Bayesian network classifiers (BNC) for mapping design spaces at each level and flexibility metrics for intelligently narrowing the design space as the design process progresses. The approach is applied to a hierarchical composite materials design problem, specifically, the design of composite materials with macroscopic mechanical stiffness and loss properties surpassing those of conventional composites. This macroscopic performance is achieved by embedding small volume fractions of negative stiffness (NS) inclusions in a host material. To design these materials, the set-based, multilevel design approach is coupled with a hierarchical modeling strategy that spans several scales, from the behavior of microscale NS inclusions to the effective properties of a composite material containing those inclusions and finally to the macroscopic performance of components. The approach is shown to increase the efficiency of multi-level design space exploration, and it is particularly appropriate for top-down, performance-driven design, as opposed to bottom-up, trial-and-error modeling. The design space mappings also build intuitive knowledge of the problem and promising regions of the design space, such that it is almost trivial to identify designs that yield preferred system-level performance.",2013
"A Machine Learning-Based Design Representation Method for Designing Heterogeneous Microstructures","In designing microstructural materials systems, one of the key research questions is how to represent the microstructural design space quantitatively using a descriptor set that is sufficient yet small enough to be tractable. Existing approaches describe complex microstructures either using a small set of descriptors that lack sufficient level of details, or using generic high order microstructure functions of infinite dimensionality without explicit physical meanings. We propose a new machine learning-based method for identifying the key microstructure descriptors from vast candidates as potential microstructural design variables. With a large number of candidate microstructure descriptors collected from literature covering a wide range of microstructural material systems, a 4-step machine learning-based method is developed to eliminate redundant microstructure descriptors via image analyses, to identify key microstructure descriptors based on structure-property data, and to determine the microstructure design variables. The training criteria of the supervised learning process include both microstructure correlation functions and material properties. The proposed methodology effectively reduces the infinite dimension of the microstructure design space to a small set of descriptors without a significant information loss. The benefits are demonstrated by an example of polymer nanocomposites optimization. We compare designs using key microstructure descriptors versus using empirically-chosen microstructure descriptors to validate the proposed method.",2013
"Constraint Satisfaction Approach to the Design of Multi-Component, Multi-Phase Alloys","The development of new materials must start with an understanding of their phase stability. Researchers have used the CALPHAD method to develop self-consistent databases encoding the thermodynamics of phases. In this ",2013
