title,Abstract,year
"An Approach for Generating Variational Geometry of a Pattern of Holes With Composite Positional Tolerances","In most present CAD systems, the accurate geometry representation of a part is given but the tolerance is just a text attribute without semantics. It hampers the integration of CAD/CAM. In last two decades, much research has been conducted on computer aided tolerancing. And many approaches to generation of variational geometry for various kinds of features have been given. However how to generate the variational geometry of a pattern of holes (POH) is not well studied yet although a POH is one of the most widely-used features in mechanical design. Based on DOF, an approach is proposed for generating variational geometry of a POH with composite positional tolerance in this paper. First, the limitation conditions for variations of a POH are given. Second, the mathematical models of translational and rotational variations are systematically derived. Then the algorithm for generating variational geometry of a POH is given. At last the proposed approach has been implemented with Visual C++ based on the geometric modeling kernel ACIS5.0.",2002
"Design Decision-Making in the Early Stages of Collaborative Engineering","Design activities are a series of decision-making, and important decision-making takes place often early in product development. However, uncertainty and imprecision exist in such design stages and make decision-making extremely difficult. Furthermore, as collaborative engineering emerges, it is hard to coordinate every project participant because of the differences in locations, disciplines, cultures and languages. In the early design cycle, therefore, two factors might improve to reach optimal decisions—making communication in a project team smoother and allowing all the members to evaluate designs with uncertainty and aggregate pieces of these evaluations as a whole. To address these two, the Internet-based collaboration tools, RP, VP and fuzzy analysis should be introduced to product development. In this study, these tools are analyzed and structured in product development so that decision-making in difficult situations is eased and product cost and quality are improved while time-to-market is shortened.",2002
"Identifying Variable Effects on the Dimensional Quality of Compliant Assembly, Using Computer Experiments","Compliant sheet metal assemblies are often used as support structures in automobiles, airplanes and appliances. These structures not only provide a metrology frame for other modules to be assembled, but also give the product its aesthetic form. For this reason, the dimension quality of the assemblies is a very important factor to control, in order to make sure that the product will function as planned and continuously keep the product cost low. The assembly is influenced by variations in the component parts and the assembly processes. Tolerance analysis, as conducted in most industries today, is normally based on the assumption of rigid parts and is thus not always valid for sheet metal assemblies, due to their compliance. This paper will present a method, based on finite element analysis (FEA) and design of computer experiments, of identifying the influence of input variables on the final geometry variation of the assembly. The influence and the interactions among the input variables are analyzed with a response model that has been constructed, using the simulation results. This response model could be used to identify the important variables that need to be controlled in assembly. An example application is included, in order to demonstrate the simulation model and response model construction. Analysis of the results from the simulations can facilitate the design of the assembly process, in order to control the dimensional quality of the product.",2002
"Reconstructing Freeform Surface With Parameterized Features","Reconstruction of freeform surfaces is a state-of-the-art topic in reverse engineering. In this paper, a method of reconstructing freeform faces with parameterized freeform features is proposed. By their definitions in 3-Dimensional (3-D) space, freeform feature templates are analyzed and parameterized by high-level parameters first. The proposed parameterization provides both interactive user control and automatic feature extraction. With such freeform features, the designer can reason about and operate high-level entities in freeform surfaces than basic geometric constituents. An optimization function based on Hausdorff-like shape distance measuring method is proposed and applied as the similarity measuring method between the digitalized model surface and the parameterized feature template according to different kinds of features. Considering the fitting procedure between digitalized model surface data and the freeform feature templates, optimizing strategies were studied and the influence of parameters in each feature representation was qualified especially for shape elimination features. The proposed method was tested by numerical experiments based on ACIS®  and Open Inventor® , fitting errors were analyzed as well.",2002
"Analysis and Design of a Four-Bar Linkage Type of Vibratory Parts Feeder Driven by Piezoelectric Actuator","In this article, vibratory parts feeder widely used in industrial automation with the structure of a symmetric four-bar linkage mechanism driven by piezoelectric actuator is investigated. The dynamic modeling and simulation of the system as well as the driving controller are developed. Experiment is carried out to measure the practical acceleration and force of the vibratory platform. In comparison the experimental result with the analytical result, both outcomes are quite matched, which indicates their good accuracy. Driving control circuitry with feedback design is instrumental to provide steady output performance. Finally, optimum design to improve the transport speed and keep the parts in order is discussed.",2002
"Autogenetic Design Theory: An Approach to Optimise Both the Design Process and the Product","The paper presents a new approach aiming at modeling and supporting the design activity as the substantial activity within the product development process. The Autogenetic Design Theory facilitates the integration of intuition, creativity and artificial intelligence into the conventional design process. To this end, a phase-like allocation of the design process is assumed as the essential structure and an evolutionary algorithm is integrated as the core facilitating purposeful searching and combining. Hence, the flow of the design process can be influenced as all requirements can be included and, on the other hand, intuition and creativity are ensured through the evolutionary algorithm. The example of the shift fork, which was described in the paper, shows how ADT can support variant design. Next steps will include the application of the ADT to the other types of design. The optimisation of the shift fork was the first step towards a computer-based implementation of the ADT.",2002
"Human Head Aesthetic Design Using Hybrid Genetic Algorithm","In this paper a paradigm of human head aesthetic design based on hybrid genetic algorithm is proposed. Hybrid means the integration of interactive and natural selection of the population in genetic algorithm during the evolution process. Firstly, a sketching paradigm is proposed to sketch the head profile by mouse input, the profile is then parameterized and modified; quantities of more profiles are generated based on GA optimizer, where the user can select the best one. After 2D profile design, a 3D reconstitution algorithm is developed to construct the 3D head in NURBS model by analyzing four input sketching curves, i.e. one longitudinal curve, three side profile curves. The 3D head mesh model is capable of modification and easy to be manipulated. The prototype CAD system is developed based on ACIS 3D modeling kernel, and the design result is illustrated to show the effectiveness of this paradigm.",2002
"Applying Universal Linking of Engineering Objects in the Automotive Industry: Practical Aspects, Benefits, and Prototypes","The bi-directional communication of CAD programs with subsequent applications such as process planning remains a key challenge in design-for-the-lifecycle. While it seems sensible that individual applications use their own collection of feature types and thereby allow users to have their specific perspective of the product, it is still difficult to automatically close the gap between the variety of applications. Universal Linking of Engineering Objects (ULEO) targets this concern. It is general enough to facilitate informational integration of the applications along the process chain. This paper examines a number of scenarios for exploiting ULEO’s benefits in the field of automotive development and reports on the associated prototypical software implementations. Principle alternatives and technical aspects relevant for applying ULEO are discussed in some detail beforehand.",2002
"Mini-Max Type Formulation of Strict Robust Design Optimization Under Correlative Variation","This paper proposes a mini-max type formulation for strict robust design optimization under correlative variation based on design variation hyper sphere and quadratic polynomial approximation. While various types of formulations and techniques have been developed for computational robust design, they confront the compromise among modeling of parameter variation, feasibility assessment, definition of optimality such as sensitivity, and computational cost. The formulation of this paper aims that all points within the distribution region are thoroughly optimized. For this purpose, the design space with correlative variation is diagonalized and isoparameterized into a hyper sphere, and the functions of nominal constraints and the nominal objective are modeled as quadratic polynomials. These transformation and approximation enable the analytical discrimination of inner or boundary type on the worst design and its quantified values with less computation cost under a certain condition, and bring the procedural definition of the strictly robust optimality of a design as a maximization problem. The minimization of this formulation, that is, mini-max type optimization, can find the robust design under the above meaning. Its validity is ascertained through numerical examples.",2002
"Optimization of Machine System Designs Using Hierarchical Decomposition Based on Criteria Influence","Machine product designs routinely have so many mutually related characteristics that common design optimization methods often result in an unsatisfactory local optimum solution. In order to overcome this problem, this paper proposes a design optimization method based on the clarification of the conflicting and cooperative relationships among the characteristics. First of all, each performance characteristic is divided into simpler basic characteristics according to its structure. Next, the relationships among the basic characteristics are systematically identified and clarified. Then, based on this clarification, the optimization problem is expressed using hierarchical constructions of these basic characteristics and design variables related to the most basic characteristics. Finally, an optimization strategy and detailed hierarchical optimization procedures are constructed, after clarifying the influence levels of each basic characteristic upon the objective functions and setting a core characteristic for the product under consideration. Here, optimizations are sequentially repeated starting with the basic optimal unit group at the bottom hierarchical level and proceeding to higher levels by the hierarchical genetic algorithms. Then, the Pareto optimum solutions at the top hierarchical level are obtained. With the proposed optimization methods, optimization can be more easily applied after the optimization problems have been simplified by decomposition. In doing so, the volume of design spaces for each optimization is reduced, while useful and unique rules and laws may be uncovered. The optimization strategy expressed by the hierarchical structures can be used for the optimization of similar product designs, which realize these breakthroughs, yielding improved product performances. The proposed method is applied to a machine-tool structural model.",2002
