title,Abstract,year
"Style Design Method Based on Form Impressions","The automotive industry is very competitive and companies are spending enormous amounts of resources on the development of new cars. The success of a new model is highly correlated to how well the designers and engineers have been able to blend features, functionality, quality and design to bring an attractive car to a certain segment of the market at the right time. Furthermore, as modern manufacturing techniques have enabled most manufacturers to offer standard features in their cars, the design has become a major selling point and one of the key factors for the ‘image’ associated with a company. However, the image, or form impression of a car, stated in natural language, is subtle and difficult to directly relate to concrete design parameters. With few tools to address this issue, designers are left to rely on their experience and sensitivity to current trends in order to meet the customer expectations for a new model. The purpose of the method reported in this paper is to provide a foundation for a design support system, which can help designers visualize and validate the complex relationship between form impressions and design parameters. This was achieved by expressing form impressions in natural language as sets of 10 weighted attributes. 14 design parameters were established to describe the basic shape of a car and data on the form impression for 31 different shapes was collected via a survey designed by the Taguchi method. Factor analysis was performed to extract correlated factors and eliminate the overlap of meaning between attributes. A neural network, able to relate form impressions expressed in these factors to basic proportions of a car, was created, trained and used to generalize design parameters corresponding to any form impression presented to it. Finally, a 3D-model with the desired form impression was automatically created by the CAD-system outlined in this paper. These results show that this method can be used to create a design support system, which has a sensibility to the form impressions various shapes will give.",2005
"Automated Concept Generation: A Co-Evolutionary Approach","Conceptual design is a key early activity in product development. However, limited understanding of the conceptual design process and lack of quantitative information at this stage of design pose difficulties for effective design concept generation and evaluation. In this paper, we propose a hierarchical co-evolutionary approach to supporting design concept generation and evaluation. The approach adopts a zigzag process in which grammar rules guide function decomposition and functions and means co-evolve at each level of decomposition hierarchy. It provides an automatic computational solution to complex conceptual design systems. In this paper, the details of the approach are described, and an example of designing a mechanical personal transporter is presented to show the effectiveness of the proposed approach.",2005
"Knowledge Sharing Between Designers and Accidentologists for the Development of Road Safety Systems","Road Safety System development is complex task, which requires the collaboration between designers and accidentologists. However, designers and accidentologists do not share the same viewpoints, neither the same models to analyze an accident, nor the same technical language. This makes their communication a complex task in a design process. ",2005
"A Method for Inferring Design Rules With Explicit Bounds of Applicability","We present a two-step technique for learning reusable design procedures from observations of a designer in action. This technique is intended for the domain of parametric design problems in which the designer iteratively adjusts the parameters of a design so as to satisfy the design requirements. In the first step of the two-step learning process, decision tree learning is used to infer rules that predict which design parameter the designer will change for any particular state of an evolving design. In the second step, decision tree learning is again used, but this time to learn explicit termination conditions for the rules learned in the first step. The termination conditions are used to predict how large of a parameter change should be made when a rule is applied. The learned rules, and termination conditions, can be used to automatically solve new design problems with a minimum of human intervention. Initial experiments with this technique suggest that it is considerably more efficient than the previous technique which was incapable of learning explicit rule termination conditions. In particular, the rule termination conditions allow a program to automatically solve new design problems with far fewer iterations than required with the previous approach.",2005
"Using Q-Learning and Genetic Algorithms to Improve the Efficiency of Weight Adjustments for Optimal Control and Design Problems","In traditional optimal control and design problems, the control gains and design parameters are usually derived to minimize a cost function reflecting the system performance and control effort. One major challenge of such approaches is the selection of weighting matrices in the cost function, which are usually determined via trial and error and human intuition. While various techniques have been proposed to automate the weight selection process, they either can not address complex design problems or suffer from slow convergence rate and high computational costs. We propose a layered approach based on Q-learning, a reinforcement learning technique, on top of genetic algorithms (GA) to determine the best weightings for optimal control and design problems. The layered approach allows for reuse of knowledge. Knowledge obtained via Q-learning in a design problem can be used to speed up the convergence rate of a similar design problem. Moreover, the layered approach allows for solving optimizations that cannot be solved by GA alone. To test the proposed method, we perform numerical experiments on a sample active-passive hybrid vibration control problem, namely adaptive structures with active-passive hybrid piezoelectric networks (APPN). These numerical experiments show that the proposed Q-learning scheme is a promising approach for.",2005
"A Web-Enabled Engineering Object Modeling Environment to Support Interoperability and Intelligent Services in Collaborative Design","Design collaboration is recognized as an effective approach in joint problem solving to achieve success of product development in distributed and heterogeneous environments. Design collaboration involves communication of design information, coordination of design activities, and negotiation of design conflicts between multi-disciplinary teams. To support these critical requirements in collaborative design, methodologies and software systems are needed. This paper shares our experience in the method and software development for a Web-enabled engineering object modeling environment. It presents our methods for interoperable and extensible design information modeling, for intelligent object behaviors embedment in CAD models, and for design information sharing across product lifecycle applications through a common vocabulary. The prototype implementation of the modeling environment provides standardized and localized engineering objects embedded with design semantics and intelligent behaviors for the information needs from multiple engineering software applications. The prototype also provides activity coordination and negotiation facilities through team setting, online visualization, live updating, conflict management, and messaging. Use scenarios are discussed in the paper.",2005
"Handling Multiple Objectives in Decentralized Design","Most complex systems, including engineering systems such as cars, airplanes, and satellites, are the results of the interactions of many distinct entities working on different parts of the design. Decentralized systems constitute a special class of design under distributed environments. They are characterized as large and complex systems divided into several smaller entities that have autonomy in local optimization and decision-making. A primary issue in ",2005
"Facilitating Collaborative Design: A Review on Design Representations and Workstations","This paper reviews recent developments and persisting challenges in facilitating collaborative engineering design. The review has two foci: 1) design information and representations, and 2) engineering workstations. Recent developments regarding these foci are discussed for their contribution to facilitating collaborative design. The paper concludes with directing attention to current challenges and recommendations for research.",2005
"Acquisition of Product Design Guidelines Considering User Kansei Data Pertaining to Product Environments","Recently, almost all industrially manufactured consumer goods have a high level of engineering excellence, and product designers face an increasingly difficult task of creating products that will stand out in a competitive marketplace. At present, users tend to base their purchasing decisions on the product’s degree of fitness to their preferences, not the degree of functional fulfillment that the product offers. The development of products that are more attractive to users requires the consideration of human preferences and sensibilities, so-called “Kansei,” as well as the skillful application of these factors to the design sequence. The process of identifying and clarifying Kansei suggests that personal preferences concerning a given product are strongly influenced by both the person’s environment and the circumstances in which the product will be used. Analyzing both of these clarifies the influence that subconscious desires and human nature have on the expression of Kansei. This paper proposes a method for extracting the Kansei of potential customers and applying it to product designs that aim to maximize their human appeal, rather than their technical superiority.",2005
"Computational Methods Applied to Modelica Simulation Models in a Web Based Framework","In this paper, it is illustrated how computational design methods such as design optimization and probabilistic analysis is applied to system simulation models in a web based framework. Special emphasis is given models defined in the Modelica modeling language. An XML-based information system for representation and management of design data for use together with Modelica models as well as other types of models is proposed. This approach introduces a separation between the model of the system and data related to the design of the product. This is important in order to facilitate the use of computational methods in a generic way. A web based framework for integration of simulation models and computational methods is further illustrated. The framework is based on open standards for distributed computing and enables so-called service oriented architecture. Finally, an example is presented, where design optimization and probabilistic analysis is carried out on a Modelica model of an aircraft actuation system using the proposed and implemented tools and methods.",2005
"Evaluation of Modular Design Concepts of Complex Mechatronic Systems","Synergies and integration in design set a mechatronic system apart from a traditional, multi-disciplinary system. This paper proposes a method for the modularization and evaluation of different mechatronic design concepts in the early stages of product development processes. In order to consider the specific aspects of complex systems, a design metric is presented, which assists the design engineer in finding the best solution concept. For the description and evaluation of a complex mechatronic system, it is essential to decompose the total system into a hierarchical structure of mechatronic sub-modules. The number of levels in the decomposition, as well as the number of mechatronic modules involved, is indicative of the complexity of the design task.",2005
"Modeling of Evolutionary Design Database","This research introduces an evolutionary design database model to describe design requirements and design results developed at different design stages from conceptual design to detailed design. In this model, the evolutionary design database is represented by a sequence of worlds corresponding to the design descriptions at different design stages. The design requirements and design results in each world are modeled using a database representation scheme that integrates both geometric descriptions and non-geometric descriptions. In each world, only the differences with its ancestor world are recorded. When the design descriptions in one world are changed, these changes are then propagated to its descendant worlds automatically. Consistency of the design descriptions in descendant worlds is also checked when design descriptions in an ancestor world are changed. Case study is conducted to show the effectiveness of this evolutionary design database model.",2005
"On Performance Enhancement of Parallel Kinematic Machine","This paper proposes a spatial three degrees of freedom parallel kinematic machine enhanced by a passive leg and a web-based remote control system. First, the geometric model of the three degrees of freedom parallel kinematic machine is addressed; in the mechanism, a fourth kinematic link — a passive link connecting the base center to the moving platform center — is introduced. This last link is used to constrain the motion of the tool (located in the moving platform) to only three degrees of freedom, as well as to enhance the global stiffness of the structure and distribute the torque from machining. With the kinematic model, a web-based remote control approach is then applied. The concept of the web-based remote manipulation approach is introduced and the principles behind the method are explored in detail. Finally, an example of remote manipulation is demonstrated to the proposed 3-DOF structure using web-based remote control concept before conclusions.",2005
"An Information Theoretical Perspective on Performance, Refinement and Cost","Design in general is about increasing the information of the product/system. Therefore it is natural to investigate the design process from an information theoretical point of view. There are basically two (although related) strains of information theory. The first is the information theory of communication. Another strain is the algorithmic theory of information. In this paper the design process is described as a information transformation process, where an initial set of requirements are transformed to a system specification. Performance and cost are both a functions of complexity and refinement, that can be expressed in information theoretical terms. The information theoretical model is demonstrated on examples. The model has implications for the balance between number of design parameters, and the degree of convergence in design optimization. Furthermore, the relationship between concept refinement and design space expansion can be viewed in information theoretical terms.",2005
"A Graph-Based Method for Mechanical Product Family Modeling and Functional Tolerancing","To meet the needs for product variety, many companies are shifting from a mass production mode to mass customization, which demands quick response to the needs of individual customers with high quality and low costs. One of the key elements of mass customization is that the product family can share some modules. The multifunction nature of mechanical components necessitates designers to redesign them each time a component’s function changes. This is the main obstacle to the practical mechanical product family modeling. In this paper, a graph grammar based mechanical product family modeling method is proposed. The other issue that is studied in this paper is tolerancing, which is a critical part of the product design process because it is intimately related to a product’s quality and costs. A functional tolerance specification method, called the mirror method, is proposed to provide guidelines for the component’s datum reference frame construction and generic and uniform functional tolerance specifications.",2005
"A Cost Based Methodology for Design Optimization","Design optimization algorithms have traditionally focused on lowering weight and improving structural performance. Although cost is a vital factor in every emerging design, existing tools lack key features and capabilities in optimizing designs for minimum product cost at acceptable performance levels. This paper presents a novel methodology for developing a decision support tool for designers based on manufacturing cost. The approach focuses on exploiting the advantages offered by combining parametric CAD, Finite element analysis, feature based cost estimation and optimization techniques within a single automated system. This methodology is then applied in optimizing the geometry for minimum manufacturing cost of an engine mounting link from a Rolls-Royce civil aircraft engine.",2005
"Can a House Without a Foundation Support Design?","The House of Quality is a popular tool that supports information processing and decision making in the engineering design process. While its application is an aid in conceptual aspects of the design process, its use as a quantitative decision support tool in engineering design is potentially flawed. This flaw is a result of assumptions behind the methodology of the House of Quality and is viewed as an important deficiency that can lead to potentially invalid and poor decisions. In this paper this deficiency and its implications are explored both experimentally and empirically. The resulting conclusions are important to future use and improvement of the House of Quality as an engineering design tool.",2005
"A Decision Support Formulation for Design Teams: A Study in Preference Aggregation and Handling Unequal Group Members","Supporting the decision of a group in engineering design is a challenging and complicated problem when issues like consensus, consistency, conflict, and compromise must be taken into account. In this paper, we present two developments extending the Group Hypothetical Equivalents and Inequivalents Method (Group-HEIM) and making it applicable to new classes of group decision problems. The first extension focuses on handling forms of value functions other than the traditional L1 -norm. The second extension focuses on updating the formulation to place unequal importance on the preferences of the group members. Typically, there are some group members whose experience, education, and/or knowledge makes their input more important. The formulation presented in this paper allows team leaders to emphasize the input from certain group members. Illustration and validation of the developments are presented using a vehicle selection problem. Data from twelve engineering design teams is used to demonstrate the application of the method.",2005
"Manufacturing Investment and Allocation in Product Line Design Decision-Making","An important aspect of product development is design for manufacturability (DFM) analysis that aims to incorporate manufacturing requirements into early product decision-making. Existing methods in DFM seldom quantify explicitly the tradeoffs between revenues and costs generated by making design choices that may be desirable in the market but costly to manufacture. This paper builds upon previous work coordinating models for engineering design and marketing product line decision-making by incorporating quantitative models of manufacturing investment and production allocation. The result is a methodology that considers engineering design decisions quantitatively in the context of manufacturing and market consequences in order to resolve tradeoffs, not only among performance objectives, but also between market preferences and manufacturing cost.",2005
"An Optimization Based Methodology to Design Flexible Systems Subjected to Changing Operating Conditions","Flexible systems maintain a high performance level under changing operating conditions or design requirements. Flexible systems acquire this powerful feature by allowing critical aspects of their design con guration to change during the operating life of the product or system. In the design of such systems, designers are often required to make critical decisions regarding the exible and the non-exible aspects of the design con guration. We propose an optimization based methodology to design exible systems that allows a designer to effectively make such critical decisions. The proposed methodology judiciously generates candidate optimal design versions of the exible system. These design versions are evaluated using multiobjective techniques in terms of the level of exibility and the associated penalty. A highly exible system maintains optimal performance under changing operating conditions, but could result in increased cost and complexity of operation. The proposed methodology provides a systematic approach for incorporating designer preferences and selecting the most desirable design version — a feature absent in several recently proposed exible system design frameworks. The developments of this paper are demonstrated with the help of a exible three-bar-truss design example.",2005
