title,Abstract,year
"Overlapped Grouping Genetic Algorithm for Optimization of Reels Cutting Planning Problems","The optimization of Reel-Cutting Planning Problem “RCPP” is concerned with finding the best selection of a strategic reel set and the corresponding tactical cutting lengths “sheets set”, from a wide feasible space, to be used in producing a set of blanks. The problem is classified as a weighted multi objectives two-staged guillotine two-dimensional Cutting Stock Problem “CSP” of Dyckoff’s type 2/V/D/M. This paper presents a tailored metaheuristic solution using grouping genetic algorithms (GGAs). Overlapped Chromosome representation is newly developed for optimization. Developed also an especial database to create the cutting patterns of resulting solution. The objective in this application is to minimize the total cost, which includes the total material cost required to achieve a lot size, the cost of selecting reels set size, and the cost of cutting lengths from these reels “sheet set size”. An industrial case study is considered. The attained optimum cutting plan provides an overall improvement of 4.3% over the current professional cutting plan. The reduction in the reel set size is from five to an optimum of three reels. The developed procedure also provides reduction of trim loss of 4% over the current plan. The developed approach also proved to be faster than the currently used techniques.",2007
"A Perspective of Hierarchical Layout Design Optimization for Highly Packaged Equipments","This paper discusses a perspective of hierarchical layout design optimization for highly packaged equipments and demonstrates an implementation of an optimization algorithm with a simplified case study. First, the Pareto optimality of subsystem-level shape design against the optimality of system-level shape design is extracted through two-level hierarchical formulation of layout design problems. Then, a computational design algorithm is developed for a class of two-dimensional layout design problems of rectangles, some of which are the results of similar problems defined in its sub-levels. The algorithm represents the layout topology with sequence-pair and the shape of each module or component with the aspect ratio, and optimizes them with genetic algorithms. The Pareto optimality of sub-levels is handled with the functionality of multi-objective optimization of genetic algorithms, in which a set of Pareto are simultaneously generated. Top-level and sub-level layout problems are coordinated through exchange of preferable ranges of shapes and layout. A case study is explored under the developed algorithm. The promises and limitations of the proposed framework is briefly discussed for defining the future works.",2007
"A Genetic Algorithm Based Procedure for Extracting Optimal Solutions From a Morphological Chart","A novel approach using a genetic algorithm is presented for extracting globally satisfycing (Pareto optimal) solutions from a morphological chart where the evaluation and combination of “means to sub-functions” is modeled as a combinatorial multi-objective optimization problem. A fast and robust genetic algorithm is developed to solve the resulting optimization problem. Customized crossover and mutation operators specifically tailored to solve the combinatorial optimization problem are discussed. A proof-of-concept simulation on a practical design problem is presented. The described genetic algorithm incorporates features to prevent redundant evaluation of identical solutions and a method for handling of the compatibility matrix (feasible/infeasible combinations) and addressing desirable/undesirable combinations. The proposed approach is limited by its reliance on the quantifiable metrics for evaluating the objectives and the existence of a mathematical representation of the combined solutions. The optimization framework is designed to be a scalable and flexible procedure which can be easily modified to accommodate a wide variety of design methods that are based on the morphological chart.",2007
"A Variable Fidelity Model Management Framework for Multiscale Computational Design of Continuous Fiber SiC-Si3N4 Ceramic Composites","Research applications involving design tool development for multiple phase material design are at an early stage of development. The computational requirements of advanced numerical tools for simulating material behavior such as the finite element method (FEM) and the molecular dynamics method (MD) can prohibit direct integration of these tools in a design optimization procedure where multiple iterations are required. The complexity of multiphase material behavior at multiple scales restricts the development of a comprehensive meta-model that can be used to replace the multiscale analysis. One, therefore, requires a design approach that can incorporate multiple simulations (multi-physics) of varying fidelity such as FEM and MD in an iterative model management framework that can significantly reduce design cycle times. In this research a material design tool based on a variable fidelity model management framework is presented. In the variable fidelity material design tool, complex “high fidelity” FEM analyses are performed only to guide the analytic “low-fidelity” model toward the optimal material design. The tool is applied to obtain the optimal distribution of a second phase, consisting of silicon carbide (SiC) fibers, in a silicon-nitride (Si3 N4 ) matrix to obtain continuous fiber SiC-Si3 N4  ceramic composites (CFCCs) with optimal fracture toughness. Using the variable fidelity material design tool in application to one test problem, a reduction in design cycle time around 80 percent is achieved as compared to using a conventional design optimization approach that exclusively calls the high fidelity FEM.",2007
"Topology Optimization for Synthesizing Extrusion Based Nonlinear Transient Designs","Concept designs synthesized using conventional topology optimization methods are typically not easily manufacturaed, in that multiple finishing processes are required to construct the component. A manufacturing technique that requires only minimal effort is extrusion. Extrusion is a manufacturing process used to create objects of a fixed cross-sectional profile. Extrusion often minimizes the need for secondary machining, although not necessarily of the same dimensional accuracy as machined parts. The result of using this process is lower costs for the manufacture of the final product. In this paper, a non-gradient hybrid cellular automaton (HCA) algorithm is developed to synthesize constant cross section structures that are subjected to nonlinear transient loading. Examples are presented to demonstrate the efficiency of the proposed methodology in synthesizing these structures. The methodology is first demonstrated for elastic-static modeling. The novelty of the proposed method is the ability to generate constant cross section topologies for plastic-dynamic problems since the issue of complex gradients can be avoided using the HCA method.",2007
"An Intelligent and Efficient Tree Search Algorithm for Computer-Aided Component Selection","Component selection in engineering design is a process in which an assembly of pre-defined component types is given and a choice of specific components is desired that satisfies a set of design requirements and constraints. Although algorithmic approaches to component selection have been researched for specific mechanical engineering problems such as bearing selection, a generalized technique has not been developed. This paper proposes a universal tool to automate the process of component selection by incorporating a tree search. Our technique evaluates the worth of candidate solutions in terms of the customer needs satisfaction and the compatibility between interconnected components. The tree search technique used in this research is not only quick and efficient but also guarantees an optimal solution.",2007
"A Graph Grammar Approach to Generate Neural Network Topologies","Neural networks are increasingly becoming a useful and popular choice for process modeling. The success of neural networks in effectively modeling a certain problem depends on the topology of the neural network. Generating topologies manually relies on previous neural network experience and is tedious and difficult. Hence there is a rising need for a method that generates neural network topologies for different problems automatically. Current methods such as growing, pruning and using genetic algorithms for this task are very complicated and do not explore all the possible topologies. This paper presents a novel method of automatically generating neural networks using a graph grammar. The approach involves representing the neural network as a graph and defining graph transformation rules to generate the topologies. The approach is simple, efficient and has the ability to create topologies of varying complexity. Two example problems are presented to demonstrate the power of our approach.",2007
"A Learning Algorithm for Optimal Internal Combustion Engine Calibration in Real Time","Advanced internal combustion engine technologies have increased the number of accessible variables of an engine and our ability to control them. The optimal values of these variables are designated during engine calibration by means of a static correlation between the controllable variables and the corresponding steady-state engine operating points. While the engine is running, these correlations are being interpolated to provide values of the controllable variables for each operating point. These values are controlled by the electronic control unit to achieve desirable engine performance, for example in fuel economy, pollutant emissions, and engine acceleration. The state-of-the-art engine calibration cannot guarantee continuously optimal engine operation for the entire operating domain, especially in transient cases encountered in driving styles of different drivers. This paper presents the theoretical basis and algorithmic implementation for allowing the engine to learn the optimal set values of accessible variables in real time while running a vehicle. Through this new approach, the engine progressively perceives the driver’s driving style and eventually learns to operate in a manner that optimizes specified performance indices. The effectiveness of the approach is demonstrated through simulation of a spark ignition engine, which learns to optimize fuel economy with respect to spark ignition timing, while it is running a vehicle.",2007
"A Simplified Systematic Method of Acquiring Design Specifications From Customer Requirements","Faithfully obtaining design specifications from customer requirements is essential for successful designs. The natural lingual, inexact, incomplete and vague attributes of customer requirements make it very difficult to map customer requirements to design specifications. In general design process, the design specifications are determined by designers based on their experience and intuition, and often a certain target value is set for a specification. However, it is on one hand very difficult, on the other hand unreasonable, so a suitable limit range rather than a certain value is preferred at the beginning of design, especially at the concept design process. In this paper, a simplified systematic approach of transforming customer requirements to design specifications is proposed. First, a two-stepped clustering approach for grouping customer requirements and design specifications based on HOQ matrix is presented, by which the mapping is limited to within each group. To further simplify the inference mapping rules of customer requirements and design specifications, the minimal condition inference mapping rules for each design specification are extracted based on rough set theory. In the end, a suitable value range is determined for a specification by applying the fuzzy rule matrix.",2007
"Towards a Reference Ontology for Functional Knowledge Interoperability","Functionality is one of the key aspects of artifact models for design. A function of a device, however, can be captured in different ways in different domains or by different model-authors. Much research on functions has been conducted in the areas of engineering design, functional representation and philosophy, although there are several definitions and notions of functions. We view conceptualization of function is multiplicative in nature: different functions can be captured simultaneously from an objective behavior of an artifact under different teleological contexts of users/designers, or from different viewpoints (perspectives) of a model-author. Such differences become problematic for sharing functional knowledge among engineers. In this article, we attempt to clarify the differences of such perspectives for capturing functions on the basis of the ontological engineering. On the basis of a generalized model of the standard input-output model in the well-known systematic design methodology, we show descriptive categorization of some upper-level types (classes) of functions with references to some definitions of functions in the literature. Such upper-level ontological categories of functions are intended to be used as a reference ontology for functional knowledge interoperability. One of the two usages here is to convert functional models between different functional taxonomies. A functional term in a taxonomy is (ideally) categorized into a generic type defined in the reference ontology. It is widely recognized in the literature that such an upper-level ontology helps automatic “mapping discovery” which is to find similarities between two ontologies and determine which concepts represent similar notion. The reference ontology of function might have such an effect. Another usage of the reference ontology is to integrate fault knowledge into functional knowledge and automatic transformation of FMEA sheets. The designer can describe an integrated model of both functional knowledge and fault knowledge. Based on ontology mappings, automatic transformations of FMEA sheets can be realized. In this article, we discuss the detail of the definitions of the upper-level categories of functions ontologically. Then, we give an overview of usages and effects of the upper-level categories as a reference ontology for functional knowledge interoperability.",2007
